"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"geom:Target_Relative_To_Central_Body_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:1 ","Attribute","light_time_correction_applied","n/a","geom","The light_time_correction_applied indicates whether or not light travel time correction and stellar aberration correction were used when calculating the values in the enclosing class. The attribute is nillable with nill_reason = unknown, but only for migrated data. Note: generally, received light travel time is calculated unless a transmitter (e.g., radar, radio)was involved in which the calculation typically is transmitted light time. ","geo","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Target_Relative_To_Central_Body_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:None","Value","None","","","Neither light travel time nor stellar aberration was used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Central_Body_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Received_Light_Time","Value","Received_Light_Time","","","Received light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Central_Body_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Received_Light_Time_","Value","Received_Light_Time_Stellar_Abb","","","Received light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Central_Body_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time","","","Transmitted light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Central_Body_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time_Stellar_Abb","","","Transmitted light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Central_Body_Velocity_Vector_Cartesian:2 geom:x_velocity:1                    ","Attribute","x_velocity","n/a","geom","The x component of a Cartesian velocity vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"geom:Target_Relative_To_Central_Body_Velocity_Vector_Cartesian:2 geom:y_velocity:1                    ","Attribute","y_velocity","n/a","geom","The y component of a Cartesian velocity vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"geom:Target_Relative_To_Central_Body_Velocity_Vector_Cartesian:2 geom:z_velocity:1                    ","Attribute","z_velocity","n/a","geom","The z component of a Cartesian velocity vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"geom:Target_Relative_To_Spacecraft_Velocity_Vector_Cartesian:1","Class","Target_Relative_To_Spacecraft_Velocity_Vector_Cartesian","1.0.0.0","geom","The Target_Relative_To_Spacecraft_Velocity_Vector_Cartesian is a velocity vector in rectangular coordinates that gives the velocity of the designated target with respect to the spacecraft. While the class Coordinate_System_Identification is optional, it must be used here if the coordinate system has not been specified in the enclosing class. ","geo","","","","","","","","","","",""
"geom:Target_Relative_To_Spacecraft_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:1 ","Attribute","light_time_correction_applied","n/a","geom","The light_time_correction_applied indicates whether or not light travel time correction and stellar aberration correction were used when calculating the values in the enclosing class. The attribute is nillable with nill_reason = unknown, but only for migrated data. Note: generally, received light travel time is calculated unless a transmitter (e.g., radar, radio)was involved in which the calculation typically is transmitted light time. ","geo","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Target_Relative_To_Spacecraft_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:None","Value","None","","","Neither light travel time nor stellar aberration was used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Spacecraft_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Received_Light_Time","Value","Received_Light_Time","","","Received light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Spacecraft_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Received_Light_Time_","Value","Received_Light_Time_Stellar_Abb","","","Received light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Spacecraft_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time","","","Transmitted light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Spacecraft_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time_Stellar_Abb","","","Transmitted light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Spacecraft_Velocity_Vector_Cartesian:2 geom:x_velocity:1                    ","Attribute","x_velocity","n/a","geom","The x component of a Cartesian velocity vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"geom:Target_Relative_To_Spacecraft_Velocity_Vector_Cartesian:2 geom:y_velocity:1                    ","Attribute","y_velocity","n/a","geom","The y component of a Cartesian velocity vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"geom:Target_Relative_To_Spacecraft_Velocity_Vector_Cartesian:2 geom:z_velocity:1                    ","Attribute","z_velocity","n/a","geom","The z component of a Cartesian velocity vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"geom:Target_Relative_To_Earth_Velocity_Vector_Cartesian:1","Class","Target_Relative_To_Earth_Velocity_Vector_Cartesian","1.0.0.0","geom","The Target_Relative_To_Earth_Velocity_Vector_Cartesian is a velocity vector in rectangular coordinates that gives the velocity of the designated target with respect to Earth. While the class Coordinate_System_Identification is optional, it must be used here if the coordinate system has not been specified in the enclosing class. ","geo","","","","","","","","","","",""
"geom:Target_Relative_To_Earth_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:1 ","Attribute","light_time_correction_applied","n/a","geom","The light_time_correction_applied indicates whether or not light travel time correction and stellar aberration correction were used when calculating the values in the enclosing class. The attribute is nillable with nill_reason = unknown, but only for migrated data. Note: generally, received light travel time is calculated unless a transmitter (e.g., radar, radio)was involved in which the calculation typically is transmitted light time. ","geo","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Target_Relative_To_Earth_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:None","Value","None","","","Neither light travel time nor stellar aberration was used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Earth_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Received_Light_Time","Value","Received_Light_Time","","","Received light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Earth_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Received_Light_Time_","Value","Received_Light_Time_Stellar_Abb","","","Received light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Earth_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time","","","Transmitted light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Earth_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time_Stellar_Abb","","","Transmitted light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Earth_Velocity_Vector_Cartesian:2 geom:x_velocity:1                    ","Attribute","x_velocity","n/a","geom","The x component of a Cartesian velocity vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"geom:Target_Relative_To_Earth_Velocity_Vector_Cartesian:2 geom:y_velocity:1                    ","Attribute","y_velocity","n/a","geom","The y component of a Cartesian velocity vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"geom:Target_Relative_To_Earth_Velocity_Vector_Cartesian:2 geom:z_velocity:1                    ","Attribute","z_velocity","n/a","geom","The z component of a Cartesian velocity vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"geom:Target_Relative_To_SSB_Velocity_Vector_Cartesian:1","Class","Target_Relative_To_SSB_Velocity_Vector_Cartesian","1.0.0.0","geom","The Target_Relative_To_SSB_Velocity_Vector_Cartesian is a velocity vector in rectangular coordinates that gives the velocity of the designated target with respect to the Solar System Barycenter. While the class Coordinate_System_Identification is optional, it must be used here if the coordinate system has not been specified in the enclosing class. ","geo","","","","","","","","","","",""
"geom:Target_Relative_To_SSB_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:1 ","Attribute","light_time_correction_applied","n/a","geom","The light_time_correction_applied indicates whether or not light travel time correction and stellar aberration correction were used when calculating the values in the enclosing class. The attribute is nillable with nill_reason = unknown, but only for migrated data. Note: generally, received light travel time is calculated unless a transmitter (e.g., radar, radio)was involved in which the calculation typically is transmitted light time. ","geo","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Target_Relative_To_SSB_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:None","Value","None","","","Neither light travel time nor stellar aberration was used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_SSB_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Received_Light_Time","Value","Received_Light_Time","","","Received light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_SSB_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Received_Light_Time_","Value","Received_Light_Time_Stellar_Abb","","","Received light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_SSB_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time","","","Transmitted light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_SSB_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time_Stellar_Abb","","","Transmitted light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_SSB_Velocity_Vector_Cartesian:2 geom:x_velocity:1                    ","Attribute","x_velocity","n/a","geom","The x component of a Cartesian velocity vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"geom:Target_Relative_To_SSB_Velocity_Vector_Cartesian:2 geom:y_velocity:1                    ","Attribute","y_velocity","n/a","geom","The y component of a Cartesian velocity vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"geom:Target_Relative_To_SSB_Velocity_Vector_Cartesian:2 geom:z_velocity:1                    ","Attribute","z_velocity","n/a","geom","The z component of a Cartesian velocity vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"geom:Target_Relative_To_Sun_Velocity_Vector_Cartesian:1","Class","Target_Relative_To_Sun_Velocity_Vector_Cartesian","1.0.0.0","geom"," Target_Relative_To_Sun_Velocity_Vector_Cartesian is a velocity vector in rectangular coordinates that gives the velocity of the designated target with respect to the center of the sun. While the class Coordinate_System_Identification is optional, it must be used here if the coordinate system has not been specified in the enclosing class. ","geo","","","","","","","","","","",""
"geom:Target_Relative_To_Sun_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:1 ","Attribute","light_time_correction_applied","n/a","geom","The light_time_correction_applied indicates whether or not light travel time correction and stellar aberration correction were used when calculating the values in the enclosing class. The attribute is nillable with nill_reason = unknown, but only for migrated data. Note: generally, received light travel time is calculated unless a transmitter (e.g., radar, radio)was involved in which the calculation typically is transmitted light time. ","geo","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Target_Relative_To_Sun_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:None","Value","None","","","Neither light travel time nor stellar aberration was used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Sun_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Received_Light_Time","Value","Received_Light_Time","","","Received light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Sun_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Received_Light_Time_","Value","Received_Light_Time_Stellar_Abb","","","Received light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Sun_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time","","","Transmitted light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Sun_Velocity_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time_Stellar_Abb","","","Transmitted light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Sun_Velocity_Vector_Cartesian:2 geom:x_velocity:1                    ","Attribute","x_velocity","n/a","geom","The x component of a Cartesian velocity vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"geom:Target_Relative_To_Sun_Velocity_Vector_Cartesian:2 geom:y_velocity:1                    ","Attribute","y_velocity","n/a","geom","The y component of a Cartesian velocity vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"geom:Target_Relative_To_Sun_Velocity_Vector_Cartesian:2 geom:z_velocity:1                    ","Attribute","z_velocity","n/a","geom","The z component of a Cartesian velocity vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"geom:Spacecraft_Relative_To_Target_Velocity_Vector_Planetocentric:1","Class","Spacecraft_Relative_To_Target_Velocity_Vector_Planetocentric","1.0.0.0","geom","The Spacecraft_Relative_To_Target_Velocity_Vector_Planetocentric is a spherical velocity vector in Planetocentric coordinates that gives the velocity of the spacecraft with respect to the designated target. While the class Coordinate_System_Identification is optional, it must be used here if the coordinate system has not been specified in the enclosing class. ","geo","","","","","","","","","","",""
"geom:Spacecraft_Relative_To_Target_Velocity_Vector_Planetocentric:2 geom:light_time_correction_applied:1 ","Attribute","light_time_correction_applied","n/a","geom","The light_time_correction_applied indicates whether or not light travel time correction and stellar aberration correction were used when calculating the values in the enclosing class. The attribute is nillable with nill_reason = unknown, but only for migrated data. Note: generally, received light travel time is calculated unless a transmitter (e.g., radar, radio)was involved in which the calculation typically is transmitted light time. ","geo","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Spacecraft_Relative_To_Target_Velocity_Vector_Planetocentric:2 geom:light_time_correction_applied:2  Value:None","Value","None","","","Neither light travel time nor stellar aberration was used when calculating the values in the enclosing class. "
"geom:Spacecraft_Relative_To_Target_Velocity_Vector_Planetocentric:2 geom:light_time_correction_applied:2  Value:Received_Light_Time","Value","Received_Light_Time","","","Received light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Spacecraft_Relative_To_Target_Velocity_Vector_Planetocentric:2 geom:light_time_correction_applied:2  Value:Received_Light_Time_","Value","Received_Light_Time_Stellar_Abb","","","Received light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Spacecraft_Relative_To_Target_Velocity_Vector_Planetocentric:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time","","","Transmitted light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Spacecraft_Relative_To_Target_Velocity_Vector_Planetocentric:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time_Stellar_Abb","","","Transmitted light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Spacecraft_Relative_To_Target_Velocity_Vector_Planetocentric:2 geom:radial_velocity:1               ","Attribute","radial_velocity","n/a","geom","The radial component of a spherical or cylindrical velocity vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"geom:Spacecraft_Relative_To_Target_Velocity_Vector_Planetocentric:2 geom:longitude_velocity:1            ","Attribute","longitude_velocity","n/a","geom","The longitudinal component of a Planetocentric velocity vector. Planetocentric longitude is measured from the IAU approved prime meridian for the body and increases toward the east. ","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Angular_Velocity","none","TBD_classConcept","REAL"
"geom:Spacecraft_Relative_To_Target_Velocity_Vector_Planetocentric:2 geom:latitude_velocity:1             ","Attribute","latitude_velocity","n/a","geom","The latitude component of a Planetocentric velocity vector. Planetocentric latitude is the angle between the equator plane and a vector connecting the point of interest and the origin of the coordinate system. Latitudes are defined to be positive in the northern (as defined by the IAU) hemisphere. ","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Angular_Velocity","none","TBD_classConcept","REAL"
"geom:Target_Relative_To_Central_Body_Velocity_Vector_Planetocentric:1","Class","Target_Relative_To_Central_Body_Velocity_Vector_Planetocentric","1.0.0.0","geom","The Target_Relative_To_Central_Body_Velocity_Vector_Planetocentric is a spherical velocity vector in Planetocentric coordinates that gives the velocity of the target with respect to the central body. While the class Coordinate_System_Identification is optional, it must be used here if the coordinate system has not been specified in the enclosing class. ","geo","","","","","","","","","","",""
"geom:Target_Relative_To_Central_Body_Velocity_Vector_Planetocentric:2 geom:light_time_correction_applied:1 ","Attribute","light_time_correction_applied","n/a","geom","The light_time_correction_applied indicates whether or not light travel time correction and stellar aberration correction were used when calculating the values in the enclosing class. The attribute is nillable with nill_reason = unknown, but only for migrated data. Note: generally, received light travel time is calculated unless a transmitter (e.g., radar, radio)was involved in which the calculation typically is transmitted light time. ","geo","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Target_Relative_To_Central_Body_Velocity_Vector_Planetocentric:2 geom:light_time_correction_applied:2  Value:None","Value","None","","","Neither light travel time nor stellar aberration was used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Central_Body_Velocity_Vector_Planetocentric:2 geom:light_time_correction_applied:2  Value:Received_Light_Time","Value","Received_Light_Time","","","Received light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Central_Body_Velocity_Vector_Planetocentric:2 geom:light_time_correction_applied:2  Value:Received_Light_Time_","Value","Received_Light_Time_Stellar_Abb","","","Received light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Central_Body_Velocity_Vector_Planetocentric:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time","","","Transmitted light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Central_Body_Velocity_Vector_Planetocentric:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time_Stellar_Abb","","","Transmitted light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Central_Body_Velocity_Vector_Planetocentric:2 geom:radial_velocity:1               ","Attribute","radial_velocity","n/a","geom","The radial component of a spherical or cylindrical velocity vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"geom:Target_Relative_To_Central_Body_Velocity_Vector_Planetocentric:2 geom:longitude_velocity:1            ","Attribute","longitude_velocity","n/a","geom","The longitudinal component of a Planetocentric velocity vector. Planetocentric longitude is measured from the IAU approved prime meridian for the body and increases toward the east. ","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Angular_Velocity","none","TBD_classConcept","REAL"
"geom:Target_Relative_To_Central_Body_Velocity_Vector_Planetocentric:2 geom:latitude_velocity:1             ","Attribute","latitude_velocity","n/a","geom","The latitude component of a Planetocentric velocity vector. Planetocentric latitude is the angle between the equator plane and a vector connecting the point of interest and the origin of the coordinate system. Latitudes are defined to be positive in the northern (as defined by the IAU) hemisphere. ","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Angular_Velocity","none","TBD_classConcept","REAL"
"geom:Target_Relative_To_Spacecraft_Velocity_Vector_Planetocentric:1","Class","Target_Relative_To_Spacecraft_Velocity_Vector_Planetocentric","1.0.0.0","geom","The Target_Relative_To_Spacecraft_Velocity_Vector_Planetocentric is a spherical velocity vector in Planetocentric coordinates that gives the velocity of the target with respect to the spacecraft. While the class Coordinate_System_Identification is optional, it must be used here if the coordinate system has not been specified in the enclosing class. ","geo","","","","","","","","","","",""
"geom:Target_Relative_To_Spacecraft_Velocity_Vector_Planetocentric:2 geom:light_time_correction_applied:1 ","Attribute","light_time_correction_applied","n/a","geom","The light_time_correction_applied indicates whether or not light travel time correction and stellar aberration correction were used when calculating the values in the enclosing class. The attribute is nillable with nill_reason = unknown, but only for migrated data. Note: generally, received light travel time is calculated unless a transmitter (e.g., radar, radio)was involved in which the calculation typically is transmitted light time. ","geo","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Target_Relative_To_Spacecraft_Velocity_Vector_Planetocentric:2 geom:light_time_correction_applied:2  Value:None","Value","None","","","Neither light travel time nor stellar aberration was used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Spacecraft_Velocity_Vector_Planetocentric:2 geom:light_time_correction_applied:2  Value:Received_Light_Time","Value","Received_Light_Time","","","Received light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Spacecraft_Velocity_Vector_Planetocentric:2 geom:light_time_correction_applied:2  Value:Received_Light_Time_","Value","Received_Light_Time_Stellar_Abb","","","Received light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Spacecraft_Velocity_Vector_Planetocentric:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time","","","Transmitted light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Spacecraft_Velocity_Vector_Planetocentric:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time_Stellar_Abb","","","Transmitted light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Target_Relative_To_Spacecraft_Velocity_Vector_Planetocentric:2 geom:radial_velocity:1               ","Attribute","radial_velocity","n/a","geom","The radial component of a spherical or cylindrical velocity vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"geom:Target_Relative_To_Spacecraft_Velocity_Vector_Planetocentric:2 geom:longitude_velocity:1            ","Attribute","longitude_velocity","n/a","geom","The longitudinal component of a Planetocentric velocity vector. Planetocentric longitude is measured from the IAU approved prime meridian for the body and increases toward the east. ","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Angular_Velocity","none","TBD_classConcept","REAL"
"geom:Target_Relative_To_Spacecraft_Velocity_Vector_Planetocentric:2 geom:latitude_velocity:1             ","Attribute","latitude_velocity","n/a","geom","The latitude component of a Planetocentric velocity vector. Planetocentric latitude is the angle between the equator plane and a vector connecting the point of interest and the origin of the coordinate system. Latitudes are defined to be positive in the northern (as defined by the IAU) hemisphere. ","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Angular_Velocity","none","TBD_classConcept","REAL"
"geom:Specific_Position_Vectors:1     ","Class","Specific_Position_Vectors","1.0.0.0","geom","The Specific_Position_Vectors class is a container class for all position vectors with pre-identified endpoints. ","geo","","","","","","","","","","",""
"geom:Specific_Velocity_Vectors:1     ","Class","Specific_Velocity_Vectors","1.0.0.0","geom","The Specific_Velocity_Vectors class is a container class for all velocity vectors with pre-identified endpoints.","geo","","","","","","","","","","",""
"geom:Specific_Cartesian_Vectors:1    ","Class","Specific_Cartesian_Vectors","1.0.0.0","geom","The Specific_Cartesian_Vectors class is a container class for all cartesian vectors with pre-identified endpoints. ","geo","","","","","","","","","","",""
"geom:Specific_Planetocentric_Vectors:1","Class","Specific_Planetocentric_Vectors","1.0.0.0","geom","The Specific_Planetocentric_Vectors class is a container class for all planetocentric vectors with pre-identified endpoints. ","geo","","","","","","","","","","",""
"geom:Generic_Vectors:1               ","Class","Generic_Vectors","1.0.0.0","geom","The Generic_Vectors class is a container class for all of the build your own vector templates. ","geo","","","","","","","","","","",""
"geom:Geometry_Orbiter:1              ","Class","Geometry_Orbiter","1.0.0.0","geom","The Geometry_Orbiter class is a container for geometric information (positions, velocities, orientations, etc.) relevant to orbiter or flyby spacecraft observations. Specify a value for Reference_Frame_Identification at this level only when a single reference frame is used in the contained classes. If more that one reference frame is used, specify them in the contained classes. If any of the contained classes or attributes have central body, and or target in the class or attribute name (e.g., spacecraft_to_central_body_distance, Spacecraft_To_Target_Position_Vector_Planetocentric), then the central body and or target must be identified in this class. If more than one target or central body need to be identified to fully describe the data, use multiple instances of the Geometry_Orbiter class. Do not use Coordinate_System at this level if more than one coordinate system is used in the contained classes. If more than one coordinate system is used, specify Coordinate_System in each of the subordinate classes where it is appropriate. ","geo","","","","","","","","","","",""
"geom:Geometry_Orbiter:2               geom:geometry_reference_time:1       ","Attribute","geometry_reference_time","n/a","geom","geometry_reference_time is the time at which each of the values in the containing class is correct. ","geo","ASCII_Date_Time_YMD_UTC","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Subordinate_Devices:1           ","Class","Subordinate_Devices","1.0.0.0","geom","The Subordinate_Devices class is a container for identifying the instruments mounted on the articulation device. ","geo","","","","","","","","","","",""
"geom:Device_Angle_Index:1            ","Class","Device_Angle_Index","1.0.0.0","geom","The Device_Angle_Index class is a container for one angle between two parts or components of a device. ","geo","","","","","","","","","","",""
"geom:Device_Angle_Index:2             geom:index_value_angle:1             ","Attribute","index_value_angle","n/a","geom","The index_value_angle attribute provides the value of an angle as named by the associated index_id or index_name. ","geo","ASCII_Real","0","*","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Device_Angle_Index:2             geom:index_sequence_number:1         ","Attribute","index_sequence_number","n/a","geom","The index_sequence_number attribute supplies the sequence identifier for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
